;Order;PID;MS_SubClass;Lot_Frontage;Lot_Area;Overall_Qual;Overall_Cond;Year_Built;Mas_Vnr_Area;BsmtFin SF 1;BsmtFin SF 2;Bsmt_Unf_SF;Total_Bsmt_SF;1st Flr SF;2nd Flr SF;Low Qual Fin SF;Gr_Liv_Area;Bsmt Full Bath;Bsmt Half Bath;Full_Bath;Half_Bath;Bedroom_AbvGr;Kitchen AbvGr;Garage_Yr_Blt;Garage_Cars;Garage_Area;Wood Deck SF;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;Pool Area;Misc Val;Mo Sold;Yr Sold;Sale_Price;DEDED
1439;1439;907187030;60;57;8924;7;5;1998;0;0;0;880;880;880;844;0;1724;0;0;2;1;3;1;1998;2;527;120;155;0;0;0;0;0;7;2008;188000;188000
1440;1440;907187080;20;93;9382;7;5;1999;125;0;0;1468;1468;1479;0;0;1479;0;0;2;0;3;1;1999;2;577;120;25;0;0;0;0;0;7;2008;191000;191000
1441;1441;907192130;20;88;12803;7;5;2002;99;922;0;572;1494;1494;0;0;1494;1;0;2;0;3;1;2002;2;530;192;36;0;0;0;0;0;9;2008;221000;221000
1442;1442;907194020;60;80;12435;7;5;2001;172;361;0;602;963;963;829;0;1792;0;0;2;1;3;1;2001;2;564;0;96;0;245;0;0;0;5;2008;231500;231500
1443;1443;907196040;60;75;12192;7;5;2000;0;663;0;265;928;928;895;0;1823;1;0;2;1;3;1;2000;2;626;192;36;0;0;0;0;4500;5;2008;235000;235000
1444;1444;907196050;60;68;11250;7;5;2001;162;486;0;434;920;920;866;0;1786;1;0;2;1;3;1;2001;2;608;0;42;0;0;0;0;0;9;2008;223500;223500
1445;1445;907200110;20;NA;9200;5;6;1975;0;280;491;167;938;938;0;0;938;1;0;1;0;3;1;1977;1;308;145;0;0;0;0;0;0;7;2008;NA;130250
1446;1446;907201060;80;65;8385;5;8;1977;220;595;0;390;985;985;0;0;985;0;0;2;0;3;1;1977;1;328;210;0;0;0;0;0;0;11;2008;149900;149900
1447;1447;907202010;20;NA;12250;5;6;1978;180;781;0;83;864;1174;0;0;1174;1;0;1;0;3;1;1978;2;528;211;0;280;0;0;0;0;5;2008;NA;158000
1448;1448;907202160;80;NA;10970;6;6;1978;0;505;435;0;940;1026;0;0;1026;1;0;1;0;3;1;1981;2;576;0;0;34;0;0;0;0;10;2008;NA;147000
1449;1449;907202190;20;NA;9216;5;6;1975;176;294;0;782;1076;1076;0;0;1076;0;0;1;1;3;1;1985;2;576;0;0;0;0;0;0;0;9;2008;NA;143195
1450;1450;907202240;20;40;14330;5;6;1975;0;88;596;180;864;1558;0;0;1558;1;0;2;0;2;1;1975;2;440;140;0;239;0;227;0;0;8;2008;163000;163000
1451;1451;907203090;20;88;7990;5;6;1975;0;0;0;924;924;924;0;0;924;0;0;1;0;3;1;1981;1;280;0;0;0;0;0;0;0;4;2008;110000;110000
1452;1452;907227050;20;60;7180;5;7;1972;0;390;0;474;864;864;0;0;864;0;0;1;0;3;1;1989;1;352;0;0;0;0;0;0;0;5;2008;127000;127000
1453;1453;907227300;20;60;7200;5;7;1972;0;632;0;148;780;780;0;0;780;0;0;1;0;2;1;1973;1;352;196;0;0;0;0;0;0;1;2008;124900;124900
1454;1454;907250020;20;75;9742;8;5;2002;281;0;0;1777;1777;1795;0;0;1795;0;0;2;0;3;1;2002;2;534;171;159;0;0;0;0;0;9;2008;230000;230000
1455;1455;907251090;60;75;9473;8;5;2002;NA;804;0;324;1128;1128;903;0;2031;1;0;2;1;3;1;2002;2;577;0;211;0;0;0;0;0;3;2008;237000;237000
1456;1456;907253060;60;NA;10316;7;5;2000;0;735;0;257;992;992;873;0;1865;1;0;2;1;3;1;2000;3;839;0;184;0;0;0;0;0;6;2008;NA;235000
1457;1457;907253110;60;NA;10400;7;5;2001;227;0;0;1257;1257;1290;871;0;2161;0;0;2;1;3;1;2001;2;570;0;84;0;0;0;0;0;6;2008;NA;230500
1458;1458;907254020;60;73;9066;8;5;1999;320;668;0;336;1004;1004;848;0;1852;0;0;2;1;3;1;1999;3;660;224;106;0;0;0;0;0;12;2008;230000;230000
1459;1459;907254090;60;75;11404;7;5;1998;202;252;0;901;1153;1153;878;0;2031;0;0;2;1;3;1;1998;2;541;192;84;0;0;0;0;0;7;2008;222500;222500
1460;1460;907255020;60;NA;9240;8;5;2001;396;0;0;1055;1055;1055;1208;0;2263;0;0;2;1;3;1;2001;2;905;0;45;0;0;189;0;0;9;2008;NA;287000
1461;1461;907255030;60;NA;9720;9;5;2001;134;1194;0;163;1357;1366;581;0;1947;1;0;2;1;3;1;2001;3;725;168;116;0;0;0;0;0;1;2008;NA;274000
1462;1462;907255060;20;NA;14860;8;5;2002;240;1538;0;240;1778;1786;0;0;1786;1;0;2;0;3;1;2002;3;715;182;35;0;0;0;0;0;6;2008;NA;300000
1463;1463;907260010;60;NA;11250;8;5;2002;0;0;0;1128;1128;1149;1141;0;2290;0;0;2;1;4;1;2002;2;779;0;0;0;0;0;0;0;5;2008;NA;255900
1464;1464;907262030;60;65;8158;7;5;2003;252;550;0;334;884;884;884;0;1768;1;0;2;1;3;1;2003;2;543;0;63;0;0;0;0;0;7;2008;224900;224900
1465;1465;907262060;60;41;10905;7;5;2003;0;0;0;1129;1129;1129;1198;0;2327;0;0;2;1;4;1;2003;2;596;0;57;0;0;0;0;0;8;2008;240000;240000
1466;1466;907262070;60;72;7226;7;5;2003;0;0;0;798;798;798;842;0;1640;0;0;2;1;3;1;2003;2;595;0;45;0;0;0;0;0;6;2008;183000;183000
1467;1467;907265100;60;96;11690;8;5;1999;192;0;0;850;850;886;878;0;1764;0;0;2;1;3;1;1999;2;560;120;29;0;0;0;0;0;6;2008;207000;207000
1468;1468;907285080;60;70;8750;7;5;1994;0;642;0;273;915;933;975;0;1908;1;0;2;1;4;1;1994;2;493;144;133;0;0;0;0;0;7;2008;210000;210000
1469;1469;907290150;120;37;4435;6;5;2003;170;686;0;162;848;848;0;0;848;1;0;1;0;1;1;2003;2;420;140;0;0;0;0;0;0;3;2008;136500;136500
1470;1470;907290250;120;NA;4426;6;5;2004;205;662;0;186;848;848;0;0;848;1;0;1;0;1;1;2004;2;420;140;0;0;0;0;0;0;2;2008;NA;145000
1471;1471;907295020;20;75;13125;6;5;1997;215;994;0;484;1478;1493;0;0;1493;1;0;2;0;3;1;1997;2;508;140;39;0;0;0;0;0;4;2008;208900;208900
1472;1472;907295100;90;83;10126;6;5;1997;0;1593;162;83;1838;1838;0;0;1838;2;0;2;0;2;2;1998;3;721;160;67;0;0;0;0;0;7;2008;185000;185000
1473;1473;907405020;20;70;9135;7;5;2002;113;810;0;726;1536;1536;0;0;1536;1;0;2;0;3;1;2002;2;532;192;74;0;0;0;0;0;12;2008;214000;214000
1474;1474;907405140;60;65;8450;7;5;2003;196;706;0;150;856;856;854;0;1710;1;0;2;1;3;1;2003;2;548;0;61;0;0;0;0;0;2;2008;208500;208500
1475;1475;907412040;20;75;9750;7;5;2004;50;24;0;1421;1445;1445;0;0;1445;0;0;2;0;3;1;2004;2;470;0;35;0;0;0;0;0;6;2008;186500;186500
1476;1476;907412070;20;65;8450;7;5;2004;266;946;0;490;1436;1436;0;0;1436;1;0;2;0;3;1;2004;2;484;139;98;0;0;0;0;0;4;2008;210000;210000
1477;1477;907412080;60;64;8320;7;5;2004;0;490;0;280;770;770;812;0;1582;0;0;2;1;3;1;2004;2;520;0;45;0;0;0;0;0;9;2008;185900;185900
1478;1478;907412090;20;85;11049;8;5;2007;0;0;0;1234;1234;1234;0;0;1234;0;0;2;0;3;1;2007;2;484;0;30;0;0;0;0;0;1;2008;179900;179900
1479;1479;907418010;20;85;11058;7;6;2007;212;56;0;1508;1564;1564;0;0;1564;0;0;2;0;3;1;2007;3;814;0;24;0;0;0;0;0;2;2008;218836;218836
1480;1480;907418040;20;74;9627;7;5;2007;0;24;0;1327;1351;1361;0;0;1361;0;0;2;0;3;1;2007;2;610;0;50;0;0;0;0;0;6;2008;193000;193000
1481;1481;907420080;60;63;8199;7;5;2005;0;648;0;80;728;728;728;0;1456;1;0;2;1;3;1;2005;2;410;36;18;0;0;0;0;0;10;2008;189000;189000
1482;1482;907425010;120;NA;4426;6;5;2004;147;697;0;151;848;848;0;0;848;1;0;1;0;1;1;2004;2;420;149;0;0;0;0;0;0;5;2008;NA;149300
1483;1483;907425015;120;NA;4426;6;5;2004;147;697;0;151;848;848;0;0;848;1;0;1;0;1;1;2004;2;420;149;0;0;0;0;0;0;5;2008;NA;141000
1484;1484;907425030;120;NA;4438;6;5;2004;205;662;0;186;848;848;0;0;848;1;0;1;0;1;1;2004;2;420;149;0;0;0;0;0;0;1;2008;NA;149000
1485;1485;907425035;120;NA;4438;6;5;2004;169;662;0;186;848;848;0;0;848;1;0;1;0;1;1;2004;2;420;140;0;0;0;0;0;0;6;2008;NA;144500
1486;1486;908102030;30;67;8777;5;7;1910;0;0;0;796;796;796;0;0;796;0;0;1;0;2;1;NA;0;0;328;0;164;0;0;0;0;5;2008;85000;85000
1487;1487;908102040;90;67;8777;5;7;1900;0;1084;0;188;1272;1272;928;0;2200;2;0;2;2;4;2;NA;0;0;0;70;0;0;0;0;0;9;2008;145900;145900
1488;1488;908102140;20;75;9825;5;5;1966;0;609;0;483;1092;1092;0;0;1092;0;0;1;0;3;1;1966;1;264;259;0;0;0;161;0;0;4;2008;123000;123000
1489;1489;908102260;20;75;9937;5;6;1965;0;830;290;136;1256;1256;0;0;1256;1;0;1;1;3;1;1965;1;276;736;68;0;0;0;0;0;6;2008;147500;147500
1490;1490;908103260;85;64;12102;5;5;1976;222;456;0;0;456;1033;0;0;1033;0;1;1;0;3;1;1976;2;504;224;0;0;0;0;0;0;4;2008;165000;165000
1491;1491;908103280;20;65;6500;6;6;1976;84;1033;0;94;1127;1127;0;0;1127;0;1;1;1;3;1;1991;2;480;0;0;138;0;0;0;0;5;2008;135000;135000
1492;1492;908127120;30;63;13907;5;6;1940;0;290;0;706;996;996;0;0;996;1;0;1;0;3;1;NA;0;0;144;0;0;0;0;0;0;7;2008;108000;108000
1493;1493;908128050;85;90;10012;4;5;1972;0;920;180;38;1138;1181;0;0;1181;1;0;2;0;3;1;1974;2;588;0;0;180;0;0;0;0;4;2008;137500;137500
1494;1494;908128110;60;60;6931;7;5;2003;92;0;0;746;746;760;896;0;1656;0;0;2;1;3;1;2003;2;397;178;128;0;0;0;0;0;7;2008;165400;165400
1495;1495;908151040;80;NA;9638;6;6;1977;0;368;120;541;1029;1117;0;0;1117;1;0;1;0;3;1;1977;2;542;292;0;0;0;0;0;0;11;2008;NA;147000
1496;1496;908152110;60;72;7200;6;7;1976;0;288;0;396;684;684;714;0;1398;0;0;1;1;3;1;1976;2;440;0;0;0;0;0;0;0;2;2008;160500;160500
1497;1497;908152270;20;60;7024;4;5;2005;0;1024;0;108;1132;1132;0;0;1132;1;0;1;1;2;1;2005;2;451;252;64;0;0;0;0;0;6;2008;176000;176000
1498;1498;908154080;20;123;47007;5;7;1959;0;0;0;0;0;3820;0;0;3820;NA;NA;3;1;5;1;1959;2;624;0;372;0;0;0;0;0;7;2008;284700;284700
1499;1499;908154235;60;313;63887;10;5;2008;796;5644;0;466;6110;4692;950;0;5642;2;0;2;1;3;1;2008;2;1418;214;292;0;0;0;480;0;1;2008;160000;160000
1500;1500;908186040;180;35;3675;6;5;2005;80;459;0;88;547;1072;0;0;1072;1;0;1;0;2;1;2005;2;525;0;28;0;0;0;0;0;6;2008;148000;148000
1501;1501;908201100;90;65;6040;4;5;1955;0;0;0;0;0;1152;0;0;1152;0;0;2;0;2;2;NA;0;0;0;0;0;0;0;0;0;6;2008;82000;82000
1502;1502;908201110;90;65;6012;4;5;1955;0;0;0;0;0;1152;0;0;1152;0;0;2;0;2;2;NA;0;0;0;0;0;0;0;0;0;6;2008;82000;82000
1503;1503;908201120;90;92;12108;4;4;1955;270;133;0;1307;1440;1440;0;0;1440;0;0;2;0;4;2;NA;0;0;0;0;0;0;0;0;0;9;2008;118000;118000
1504;1504;908204160;90;74;6845;4;5;1955;58;0;0;0;0;1152;0;0;1152;0;0;2;0;2;2;NA;0;0;0;0;0;0;0;0;0;7;2008;82500;82500
1505;1505;908225170;190;56;6931;4;5;1955;0;784;0;0;784;784;0;0;784;1;0;1;0;2;1;NA;0;0;112;0;0;0;0;0;0;5;2008;91900;91900
1506;1506;908226120;50;60;12180;5;7;1938;0;0;0;585;585;585;468;0;1053;0;0;1;1;2;1;NA;0;0;42;0;0;0;0;0;0;1;2008;120000;120000
1507;1507;908250040;50;57;8050;5;8;1947;0;0;0;0;0;929;208;0;1137;0;0;1;1;4;1;NA;0;0;0;0;0;0;0;0;0;4;2008;96000;96000
1508;1508;908250090;20;68;9520;4;5;1953;115;767;0;144;911;930;0;0;930;0;0;1;0;2;1;1953;1;286;134;0;0;0;0;0;3000;5;2008;99000;99000
1509;1509;908275130;50;70;11767;5;6;1946;0;352;0;416;768;768;432;0;1200;0;0;1;0;3;1;1946;1;240;0;0;0;0;0;0;0;5;2008;130500;130500
1510;1510;908275180;50;60;8172;4;6;1954;0;0;0;941;941;997;473;0;1470;0;0;2;0;4;1;1958;1;548;0;0;0;0;156;0;0;5;2008;135000;135000
1511;1511;908275280;50;59;16466;5;7;1955;0;0;0;816;816;872;521;0;1393;0;0;1;1;3;1;1955;1;300;121;0;0;0;265;0;0;4;2008;135500;135500
1512;1512;908276140;80;62;7692;4;6;1954;0;0;0;416;416;1204;0;0;1204;0;0;1;0;3;1;1954;1;312;0;0;0;0;0;0;0;11;2008;100000;100000
1513;1513;909100150;30;67;5142;4;7;1923;0;224;0;725;949;949;343;0;1292;0;0;1;1;3;1;1923;1;205;0;0;183;0;0;0;0;6;2008;108000;108000
1514;1514;909100170;30;67;5604;5;6;1925;0;468;0;396;864;864;0;0;864;1;0;1;0;2;1;NA;0;0;0;0;96;0;0;0;0;4;2008;98000;98000
1515;1515;909101060;30;45;8248;3;3;1914;0;41;0;823;864;864;0;0;864;1;0;1;0;2;1;NA;0;0;0;0;100;0;0;0;0;9;2008;67000;67000
1516;1516;909101180;190;55;5687;5;6;1912;0;210;0;570;780;936;780;0;1716;1;0;2;0;6;1;NA;0;0;0;184;0;0;0;0;0;3;2008;135900;135900
1517;1517;909131170;70;NA;12155;6;8;1925;0;156;0;516;672;810;672;0;1482;0;0;2;0;4;1;1934;1;400;0;0;254;0;0;0;0;3;2008;NA;140000
1518;1518;909175050;75;60;8400;5;8;1939;0;378;0;342;720;1052;720;420;2192;0;0;2;1;4;1;1939;1;240;262;24;0;0;0;0;0;7;2008;179500;179500
1519;1519;909175100;50;60;8400;6;5;1925;0;423;0;758;1181;1390;304;0;1694;0;0;2;0;4;1;1925;2;576;342;0;128;0;0;0;0;6;2008;136500;136500
1520;1520;909177120;30;60;7290;7;8;1921;174;0;0;1228;1228;1424;0;0;1424;0;0;2;0;2;1;1921;1;312;0;0;90;0;0;0;0;4;2008;168000;168000
1521;1521;909201110;70;55;8525;5;6;1911;0;0;0;940;940;1024;940;0;1964;0;0;1;1;4;1;NA;0;0;0;192;0;0;0;0;0;11;2008;130000;130000
1522;1522;909250040;70;51;9842;5;6;1921;0;0;0;612;612;990;1611;0;2601;0;0;3;1;4;1;1998;2;621;183;0;301;0;0;0;0;5;2008;189000;189000
1523;1523;909250230;90;64;7804;6;7;1930;0;281;679;0;960;960;960;0;1920;2;0;2;2;4;2;1930;2;480;248;0;121;0;0;0;0;7;2008;161900;161900
1524;1524;909251080;70;66;8969;6;6;1926;0;379;0;265;644;672;644;0;1316;1;0;1;0;2;1;2001;1;369;0;0;0;0;192;0;0;7;2008;145000;145000
1525;1525;909251090;70;79;11526;6;7;1922;0;0;0;588;588;1423;748;384;2555;0;0;2;0;3;1;1993;2;672;431;0;0;0;0;0;0;9;2008;191000;191000
1526;1526;909252110;70;63;15576;6;7;1915;0;0;0;840;840;840;840;0;1680;0;0;2;0;4;1;1960;1;308;0;0;160;0;0;0;0;3;2008;177000;177000
1527;1527;909252220;50;63;15564;6;6;1914;0;0;0;676;676;676;588;0;1264;0;0;1;0;3;1;1994;2;400;424;0;0;0;0;0;400;1;2008;147500;147500
1528;1528;909253190;30;52;6292;6;5;1930;0;384;0;384;768;790;0;0;790;0;0;1;0;2;1;1925;1;160;0;141;0;0;0;0;0;4;2008;91000;91000
1529;1529;909254050;70;54;7609;8;9;1925;0;406;0;392;798;798;714;0;1512;1;0;2;0;3;1;1925;1;180;85;16;41;0;0;0;0;6;2008;231000;231000
1530;1530;909256060;50;51;10480;6;5;1936;0;0;0;1064;1064;1166;0;473;1639;0;0;1;0;3;1;1936;1;240;0;0;0;0;0;0;0;3;2008;115000;115000
1531;1531;909275040;70;NA;9650;6;3;1923;0;0;0;784;784;819;784;0;1603;0;0;1;0;4;1;1980;2;599;0;217;0;0;0;0;0;6;2008;NA;138000
1532;1532;909275050;70;60;7200;7;6;1931;0;0;0;776;776;851;651;0;1502;0;0;1;1;3;1;1931;1;270;0;0;112;0;0;0;0;2;2008;149000;149000
1533;1533;909276170;70;74;11988;6;7;1934;0;326;0;389;715;849;811;0;1660;0;0;1;1;3;1;1939;1;240;0;0;0;0;0;0;0;8;2008;188700;188700
1534;1534;909277040;50;NA;11700;5;6;1937;0;606;0;336;942;1265;673;0;1938;0;0;2;0;4;1;1937;1;240;0;40;0;0;0;0;0;7;2008;NA;198000
1535;1535;909277070;50;NA;9260;5;4;1938;0;0;0;884;884;932;442;0;1374;0;0;1;0;3;1;1938;1;225;64;0;0;0;100;0;0;3;2008;NA;110000
1536;1536;909281030;20;79;7801;6;5;1951;88;500;0;591;1091;1091;0;0;1091;0;1;1;0;2;1;1951;1;344;66;105;0;0;221;0;0;5;2008;104000;104000
1537;1537;909281110;70;100;9670;8;6;1935;40;210;0;398;608;983;890;0;1873;0;0;1;1;4;1;1935;2;786;0;0;207;0;0;0;0;6;2008;257076;257076
1538;1538;909282030;50;NA;14100;8;9;1935;632;192;0;536;728;1968;1479;0;3447;0;0;3;1;4;1;1982;3;1014;314;12;0;0;0;0;0;5;2008;NA;381000
1539;1539;909425010;50;NA;15660;7;9;1939;312;341;0;457;798;1137;817;0;1954;0;1;1;1;3;1;1939;2;431;0;119;150;0;0;0;0;5;2008;NA;311500
1540;1540;909425085;50;70;12392;7;9;1950;0;435;0;397;832;1218;943;0;2161;1;0;2;1;3;1;1994;2;506;0;96;0;0;0;0;0;4;2008;263400;263400
1541;1541;909428170;20;56;26073;5;5;1956;0;1116;0;782;1898;1898;0;0;1898;0;0;2;1;3;1;1956;2;484;0;51;224;0;0;0;0;4;2008;236500;236500
1542;1542;909428190;20;NA;14778;6;7;1954;72;728;0;568;1296;1640;0;0;1640;1;0;1;0;3;1;1993;2;924;108;0;0;216;0;0;0;11;2008;NA;224000
1543;1543;909451020;160;24;1879;6;6;1980;0;366;0;150;516;516;516;0;1032;0;0;1;0;2;1;1980;2;462;213;0;0;0;0;0;0;12;2008;116500;116500
1544;1544;909451150;160;24;1950;6;6;1980;0;81;612;23;716;716;840;0;1556;1;0;2;1;3;1;1980;2;452;161;0;0;0;0;0;0;7;2008;151000;151000
1545;1545;910200080;30;50;7000;6;8;1926;0;299;40;555;894;919;0;0;919;1;0;1;0;2;1;1926;1;195;0;0;116;0;0;0;0;7;2008;126000;126000
1546;1546;910201130;50;60;6000;6;8;1940;0;0;0;720;720;760;330;0;1090;0;0;1;0;3;1;1940;1;240;0;0;0;0;0;0;0;7;2008;120000;120000
1547;1547;910202050;30;40;3636;4;4;1922;0;0;0;796;796;796;0;0;796;0;0;1;0;2;1;NA;0;0;0;0;100;0;0;0;0;1;2008;55000;55000
1548;1548;910202100;30;NA;5890;6;8;1930;0;538;0;278;816;816;0;0;816;0;0;1;0;2;1;2002;1;432;0;0;96;0;0;0;0;6;2008;NA;120500
1549;1549;910203020;30;71;6900;5;6;1940;0;403;125;212;740;778;0;0;778;0;0;1;0;2;1;1966;1;924;0;25;0;0;0;0;0;2;2008;120500;120500
1550;1550;910203090;50;58;8155;5;7;1930;0;0;0;780;780;780;420;0;1200;0;0;1;0;4;1;NA;0;0;0;0;96;0;0;0;0;7;2008;119000;119000
1551;1551;910205010;80;75;6000;5;5;1967;0;257;0;367;624;1092;564;0;1656;0;0;1;1;3;1;1967;1;288;0;180;0;0;100;0;0;7;2008;126000;126000
1552;1552;910206110;30;60;7392;5;7;1930;0;0;0;520;520;912;0;0;912;0;0;1;0;2;1;1934;1;360;0;90;0;0;0;0;0;5;2008;99500;99500
1553;1553;910226040;50;75;9000;5;5;1958;162;330;0;821;1151;1151;804;0;1955;0;0;2;0;4;1;1958;1;356;0;0;0;0;0;0;0;1;2008;165500;165500
1554;1554;910251050;20;80;14584;1;5;1952;0;0;0;0;0;733;0;0;733;0;0;1;0;2;1;1952;2;487;0;0;0;0;0;0;0;2;2008;13100;13100
1555;1555;911102090;70;60;5280;4;7;1895;0;0;0;173;173;825;536;0;1361;0;0;1;0;2;1;1895;1;185;0;123;0;0;0;0;0;7;2008;89000;89000
1556;1556;911102170;70;50;8500;4;4;1920;0;0;0;649;649;649;668;0;1317;0;0;1;0;3;1;1920;1;250;0;54;172;0;0;0;0;7;2008;40000;40000
1557;1557;911102180;50;52;5150;4;7;1910;0;0;0;356;356;671;378;0;1049;0;0;1;0;2;1;1910;1;195;0;0;0;0;0;0;0;5;2008;80900;80900
1558;1558;911226010;30;120;18000;3;4;1935;0;0;0;894;894;894;0;0;894;0;0;1;0;2;1;1994;3;1248;0;20;0;0;0;0;560;8;2008;81000;81000
1559;1559;911226030;70;60;9000;4;6;1920;0;0;0;592;592;432;432;0;864;0;0;1;1;3;1;1920;1;216;0;30;160;0;0;0;0;6;2008;65000;65000
1560;1560;911370410;120;64;5587;8;5;2008;186;1480;0;120;1600;1652;0;0;1652;1;1;2;0;2;1;2008;2;482;162;53;0;153;0;0;0;11;2008;392500;392500
1561;1561;911370490;120;44;3843;8;5;2007;186;1476;0;120;1596;1648;0;0;1648;1;1;2;0;2;1;2007;2;525;162;53;0;153;0;0;0;8;2008;294464;294464
1562;1562;911370520;120;44;3811;7;5;2004;174;1474;0;120;1594;1646;0;0;1646;1;1;2;0;2;1;2004;2;482;128;53;0;0;155;0;0;7;2008;250000;250000
1563;1563;911370540;120;44;3842;8;5;2004;174;1373;0;221;1594;1646;0;0;1646;1;1;2;0;2;1;2004;2;482;128;53;0;0;155;0;0;1;2008;275000;275000
1564;1564;914453045;20;NA;23730;7;5;1996;668;700;0;1140;1840;2032;0;0;2032;1;0;3;0;3;1;1996;3;786;0;46;192;0;0;0;0;9;2008;NA;300000
1565;1565;914465060;20;NA;13265;8;5;2002;148;1218;0;350;1568;1689;0;0;1689;1;0;2;0;3;1;2002;3;857;150;59;0;0;0;0;0;7;2008;NA;271000
1566;1566;914467050;60;NA;11050;7;5;1996;0;0;0;910;910;910;910;0;1820;0;0;2;1;3;1;1996;3;816;318;32;0;0;0;0;0;9;2008;NA;213000
1567;1567;914475020;80;76;9880;6;6;1977;0;522;0;574;1096;1118;0;0;1118;1;0;1;0;3;1;1977;1;358;203;0;0;0;0;576;0;7;2008;171000;171000
1568;1568;914476010;20;75;10125;6;6;1977;0;641;279;276;1196;1279;0;0;1279;0;1;2;0;3;1;1980;2;473;238;83;0;0;0;0;0;2;2008;171500;171500
1569;1569;914476080;90;76;10260;5;4;1976;0;0;0;0;0;936;936;0;1872;0;0;2;2;4;2;1976;2;484;0;0;0;0;0;0;0;11;2008;100000;100000
1570;1570;914476450;20;74;9990;4;5;1991;0;1383;0;297;1680;1689;0;0;1689;1;0;2;0;3;1;1991;2;432;428;120;0;0;0;0;0;7;2008;228500;228500
1571;1571;916125425;190;NA;164660;5;6;1965;0;1249;147;103;1499;1619;167;0;1786;2;0;2;0;3;1;1965;2;529;670;0;0;0;0;0;700;8;2008;NA;228950
1572;1572;916226030;120;42;4084;7;6;1986;340;893;0;384;1277;1501;0;0;1501;1;0;2;0;2;1;1986;2;512;240;0;0;0;0;0;0;7;2008;241500;241500
1573;1573;916325080;20;NA;15498;8;6;1976;0;1165;400;0;1565;2898;0;0;2898;1;0;2;0;2;1;1976;2;665;0;72;174;0;0;0;0;5;2008;NA;287000
1574;1574;916380060;20;74;11563;8;5;2006;258;1036;0;482;1518;1537;0;0;1537;1;0;2;0;3;1;2007;3;788;0;26;0;0;0;0;0;4;2008;294000;294000
1575;1575;916382120;20;71;9520;8;5;2007;338;1513;0;125;1638;1646;0;0;1646;1;0;2;0;3;1;2008;3;800;192;44;0;0;0;0;0;4;2008;293077;293077
1576;1576;916384100;60;107;12852;8;5;2007;0;770;0;150;920;920;860;0;1780;1;0;2;1;3;1;2007;2;612;0;192;0;0;0;0;0;1;2008;264966;264966
1577;1577;916386040;80;73;9802;5;5;2006;0;0;0;352;352;712;730;0;1442;0;0;2;1;3;1;2007;2;400;100;0;0;0;0;0;0;4;2008;172500;172500
1578;1578;916386080;80;73;9735;5;5;2006;0;0;0;384;384;754;640;0;1394;0;0;2;1;3;1;2007;2;400;100;0;0;0;0;0;0;5;2008;167500;167500
1579;1579;916386180;60;81;12018;7;5;2008;60;0;0;796;796;796;816;0;1612;0;0;2;1;3;1;2008;3;666;0;64;0;0;0;0;0;10;2008;218689;218689
1580;1580;916402015;20;75;12890;6;5;1989;128;0;0;1495;1495;1495;0;0;1495;0;0;2;0;3;1;1989;2;438;252;0;192;0;0;0;0;7;2008;150000;150000
1581;1581;916402115;20;47;12416;6;5;1986;132;1398;208;0;1606;1651;0;0;1651;1;0;2;0;3;1;1986;2;616;192;0;0;0;0;0;0;11;2008;184000;184000
1582;1582;916402215;20;93;18265;6;5;1986;228;920;60;276;1256;1256;0;0;1256;0;0;2;0;3;1;1986;2;578;282;0;0;0;0;0;0;3;2008;180000;180000
1583;1583;916403230;80;85;10200;6;5;1988;219;783;0;678;1461;1509;0;0;1509;1;0;2;0;3;1;1988;2;600;224;0;0;0;0;0;0;8;2008;175000;175000
1584;1584;916455120;20;82;11202;8;5;2003;206;1029;0;403;1432;1440;0;0;1440;1;0;2;0;3;1;2003;2;467;185;95;0;0;0;0;0;6;2008;232500;232500
1585;1585;916460060;20;NA;7915;6;5;1999;0;1223;0;443;1666;1675;0;0;1675;1;0;2;0;3;1;1999;2;435;165;52;0;0;0;0;0;12;2008;NA;195000
1586;1586;916477020;60;85;12244;8;5;2003;226;871;0;611;1482;1482;780;0;2262;1;0;2;1;4;1;2003;3;749;168;0;0;0;0;0;0;8;2008;305000;305000
1587;1587;921126030;20;79;11449;8;5;2007;0;1011;0;873;1884;1728;0;0;1728;1;0;2;0;3;1;2007;2;520;0;276;0;0;0;0;0;1;2008;298751;298751
1588;1588;921201060;20;85;11447;8;5;2005;674;1571;0;393;1964;1964;0;0;1964;1;0;2;1;3;1;2005;3;892;0;265;0;0;0;0;0;6;2008;370000;370000
1589;1589;923202005;90;97;8940;7;5;1997;200;1309;0;35;1344;1344;0;0;1344;2;0;2;0;2;2;1997;4;784;0;0;0;0;0;0;0;11;2008;209200;209200
1590;1590;923202015;90;78;7060;7;5;1997;200;1309;0;35;1344;1344;0;0;1344;2;0;2;0;2;2;1997;4;784;0;0;0;0;0;0;0;11;2008;206300;206300
1591;1591;923202137;20;77;9278;5;5;2007;0;0;0;1092;1092;1092;0;0;1092;0;0;1;0;2;1;NA;0;0;0;52;0;0;0;0;0;2;2008;146000;146000
1592;1592;923203140;120;32;4500;6;5;1997;197;864;0;325;1189;1189;0;0;1189;1;0;2;0;2;1;1997;2;392;0;122;0;0;0;0;0;4;2008;160500;160500
